name,review_title,review,date
Ravi Denawaka,KAI Cafe customer service,"Dear Manesh & Jayanthi,  My name is Ravi and I am one of your regular customer at KAI & Hilton. Just wanted to bring this to your attention about KAI staff’s brilliant customer care which happened to occur at my visit today.   Today as usual I came to have my favourite chicken burger and my cup of coffee at KAI. And the burger patty was slightly undercooked. And I was not really happy to have it. Being in travel trade I understand that there are million of things which may go wrong at some point of customer servicing.   Shehan mendis was very proactive to my situation. He spoke to chef Kumara from the main kitchen. Romola Madawela and chef Kumara came and spoke to me very politely and apologised. They quickly made another entire burger for me. I was even prepared to pay for the",Date of stay: October 2019
CaymanGreg,4 nights,"Stayed here as usual as I collect Hilton points and have been going to this hotel for over 10 years. The lobby area has been renovated and is fantastic - lobby bar, downstairs restaurant etc. the food in the buffet restaurant is amazing and choice is awesome. Employees are always friendly and helpful. The rooms though are aged and very much require a renovation especially the bathrooms. With competition all around the rooms have to be upgraded. Executive lounge is beautiful on floor 2 and depending on the rates worth paying the extra for @krishanthaperera and team are brilliant in this area and allowed us use of the meeting room which really helped. Of days. I will continue to stay there, though with colleagues it is getting difficult due to room quality.",Date of stay: February 2019
Kiana Li,Lovely experience,"I loved my time at Hilton. Amazing price and we got whole apartment with 3 rooms and 2 bathrooms! Also, breakfast is beyond amazing! I have plant-based diet and they prepared extra breakky with coconut milk just for me. They really paid attention and I will never forget friendly stuff! Thanks and see you again!",Date of stay: November 2018
Pravesh Goswami,All time favorite,"This was my 4th stay here. They provided an ocean view room, upon request. Room was very spacious & with best of the luxury.   Food was great as always. Services were quick. Check in & check out was super fast.   A great place to stay in Colombo",Date of stay: October 2019
MuzandSue,,,
Frank J,Excellent choice for Dining,We have been here twice in September. The buffet has a wide choice and the staff has friendly attitude that puts the icing on the cake. The atmosphere is great and mind relaxing. Staff would go out of their way to see that you would have a memorable experience.,Date of stay: September 2019
Andy,Great gym and trainers,"Come here regularly - enjoying nice atmosphere in gym for focused workouts. Proper equipment, great staff, trainers are attending and helpful. SANDESH is one of the PT who helped a lot - attentive, knowledgeable, very professional - greatly improved my skills!   Highly recommend!",Date of stay: October 2019
Alex,,,
Jayanta F (K'suriya),A Hilton Hotel? Not quite,"I occasionally visit the Hilton Colombo coz I work in the vicinity. I'd go more often except that- The Hotel seems to me to be poorly managed, music is always loud,no ambience, staff are polite but somewhat mediocre.- e.g.-. - I recently tried to hand in a sealed envelope- (letter addressed to the Manager), at the reception but they seemed shocked by the idea! A guy in a Blue suit appeared and said they can't take it. Food is fine, but with a price to match.Overall, not up to Hilton standards",Date of stay: September 2019
Supuni Kannangara,Best shawarma in sri lanka,Oh my god. If you want to eat quality best shawarma in Srilanka go to Hilton Colombo. That was super tasty. I can't wait to eat again. Thank you for the kitchen staff for that and other staff too. It will really great to have best shawarma here.   Supuni Kannangara 💛,Date of stay: October 2019
kiyotaka,great service,"My wife & I stayed here for 5 nights. The staffs were extremely courteous, especially evening lounge staff who greeted us by name every time we enter the lounge. The location was close to Fort train station, but unfortunately train was on strike while we were there & we had to waist Fort to Kandy tkts order through a service.",
prarthana w,Pearl of Srilanka,"Hilton Hotel Srilanka has a good location next to World Trade centre few walks away form Coast and Opp to Dutch hospitals.The staff was always smiling and dedicated. Therefore they here make feel at home. We enjoyed the great hospitality and the amazing food, with bigger variety and perfect quality. Also, there were delicious Srilankan didhes, but also Westernm Chinese and Indian items. There is live music every Tuesday to Saturday.Some Local bands were amazing. Therefore I recommend Hilton Hotel Colombo for your amazing hotel experience.",Date of stay: November 2018
BerenjenAzul,,,
hussain,,,
allaboard47,Still the best.,"This is the best hotel in Colombo.  The rooms have amazing views and are well maintained by Sandra and an excellent team on the 17th floor.  The  Graze restaurant staff is impeccable with superb service team of Lalith, Sajee, tharaka, Chula, Sajith, Yasanka, Dula, Deshan, Chamal  Paul and Asanka.  Over a two week stay,  one can say the Hilton has the best restaurant in Colombo.  Our check in and overall stay was enhanced by Annet and Eranjit the Lobby Managers who were competent and professional in their care of the guests.   The executive lounge is large, well managed and a great place to get a cup of tea and a snack, kudos to Chrishantha and his team.   The best cakes and pastries can be found at the Lobby cafe, and Jayanthi and Manuri were most knowledgeable and adept in",Date of stay: August 2019
