name,review_title,review,date
Hiruni ranasinghe,Rooftop bar and lounge,It's a lovely place with lovely city view and great hospitality with different choices of cocktails we love that thanks a lot for amal and danusha bartenders which offers us the best cocktails that I ever had 😍😍💗,Date of stay: July 2019
weeny1979,Thank you!,"I'm a little late leaving this review from our stay in the Movenpick on Valentines Day this year, but I wanted to thank the manager George Koumendakos for his exemplary customer service, and all the wonderful staff at the Movenpick.  They truly went out of their way to make my stay special and I am very grateful to them.   Also one of the best breakfasts I've ever had!",Date of stay: February 2019
Hasine  P,Excellent service Excellent food,"I went with two of my friends to try this restaurant, the food was amazing. its real taste unbelievable. The service great and but less staff. The staff very friendly. We love it so we come back again definitely. live station staff chef lakmal , waitressesI miss chalani she explained buffet very confidently she is always smiling high five so good luck AYU TEAM",Date of stay: July 2019
Saveen P,Calm n Quite surrounding @ Robata Grill and Lounge,We went to celebrate our anniversary there in an evening... it was very quiet and peaceful... theme of the place was really good... Dayana was a very good guy. He treated well... one of the best anniversaries we spent together.. delicious food. Fast service. Thumbs up 👍🏾👌  btw I suggest to increase the number of food varieties.,Date of stay: July 2019
M Sharafath,Customer Service and Food,It was a wonderful time spent in Movenpick Colombo. For the first time i have been there and the service was really appreciated and Mr.Anas who treated us very well. A good place to spend time with family and friends...  Hope to be back again,Date of stay: July 2019
wazmin shahib,“ Amazing “,"First time to Movenpick Hotel Colombo and I was surprised how they treated us that was amazing and special thanks to Mr. Hanas, his service was great and the environment also was great and super. Keep up the good works.👏",Date of stay: July 2019
Ton@516,Regional Meet,"First time @ Mövenpick Colombo & I’m surprised how good the property is. Staff were great especially Saman who helped me locate my Kangaroo 😉 Jason @ Front Desk, AYU staff, floors staff. I met George K who, despite of his busy schedule, spent time chatting with me & Jude who assured us that we are safe. Kudos",Date of stay: July 2019
Sherill jhon,,,
Faiza Islam,Stay at Move n Pick,"LOVE - ABSOLUTELY LOVE!!! Visited with some friends last year during Dec 2018. Amazing service, great/ friendly/warm staff always looking to give the best service. Loved the rooms and the breakfast is great. The roof is a great chill out spot anytime of the day. Highly recommend to everyone wanting to have a great time :)",Date of stay: December 2018
Chaththa R,Most Happiest,Great hospitality from Waitress Chalani for our short stay at the hotel. Amazing experience in the hotel and we felt we were in sweet home. Awesome staff from pool area as well.I will recomend to all my friends by all means.,Date of stay: July 2019
Ushan Kodikara,Great Food with Excellent Service @ Robata Grill and Lounge,"Last week, we reserved robata pvt dining room..with my family and friends. The privacy of the place is very good, no disturbance at all. Foods were awsome, specially nasi goreng..we highly recommend as the best PDR in colombo... we were served by Dayanga and he is very good person. Excellent service...!!!",Date of stay: July 2019
Kasun D,Rooftop bar,"It was great place i went there 1st time i had cocktail was awesome service was great top level definitely im recommend this place ..there was service amal"" super he mention there happy hour thats was soo kind thanks for him i'll come back definitely",Date of stay: July 2019
roseannevujic,Mövenpick I will be back,"This hotel has GREAT rooms, GREAT food, GREAT wine, GREAT staff. Loved every minute I stayed a this hotel. The breakfast is amazing. Make sure you get it included. The staff couldn't be more helpful. Asanka on the Concierge desk was brilliant. Nothing was a botter or an issue. I would throughly recommend this hotel. You will not be disappointed. You will thank me.",Date of stay: July 2019
Sarraf,Very Good hotel,"Overall a very good hotel with clean, comfortable and modern rooms and bathrooms, the pool area at the rooftop is very cool with great music,view, atmosphere and kick ass cocktails, also good food is served at the pool, you have a few good dining options on site too  Recommended",Date of stay: January 2019
Christopher K,Great hotel and friendly staff,"Great hotel and good location.  Room is spacious with good view (I got ocean and city view). Rooftop bar and swimming pool are nicely done and the view is wonderful.  Sunday brunch is great, would be even better if the price includes some beverages. All staffs are very friendly and smiley, front desk receptionist Dileep is a star! He is warm and helpful, very knowledgeable with hospitality business and gives good advice regarding tourist informations.",Date of stay: July 2019
