user,review_title,review,date,translated,entities,sentiment,sentiment magnitude
GamW2015,A decent experience overall,"We arrived at this hotel late after a 7hr road trip from the central hill country, having spent a wonderful few days in a hotel there.   Having chosen this hotel for its advertised views of the Galle Face beach area we found that there were no interconnecting rooms available on that side as requested. On the promise of an early transfer during our seven day stay, we accepted the offered rooms on the opposite side.  Once in the rooms we thought we had made a terrible choice - could not believe the level of noise coming in from the poolside Honey Beach Club where a live band was playing - it was far from the 'five star' 'perfect' experience advertised on the website & we had to shout at each other to communicate. Although the band was competent there were liberal doses of explicit",Date of stay: December 2018,"We arrived at this hotel late after a 7hr road trip from the central hill country, having spent a wonderful few days in a hotel there.   Having chosen this hotel for its advertised views of the Galle Face beach area we found that there were no interconnecting rooms available on that side as requested. On the promise of an early transfer during our seven day stay, we accepted the offered rooms on the opposite side.  Once in the rooms we thought we had made a terrible choice - could not believe the level of noise coming in from the poolside Honey Beach Club where a live band was playing - it was far from the 'five star' 'perfect' experience advertised on the website & we had to shout at each other to communicate. Although the band was competent there were liberal doses of explicit","{'name': ['hotel', 'hotel', 'band', 'road trip', 'hill country', 'hotel', 'views', 'rooms', 'rooms', 'side', 'side', 'promise', 'transfer', 'beach area', 'Honey Beach Club', 'choice', 'experience', 'website', 'star', 'Galle Face', 'rooms', 'each other', 'noise', 'level', 'doses', 'seven', '7', 'five'], 'type': ['LOCATION', 'LOCATION', 'ORGANIZATION', 'EVENT', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.2,2.2
DS-World-Wide,Could wait to checkout... What a disappointment,"Let me cut to the chase...  Pros: - Great cup of tea - Butlers for Suite were very friendly  Cons: - Service - Amenities - Room condition - Everything you'd expect to be a pro with a hotel when paying $1,000+ per night  I have stayed at all the 5 star, 4 star pretending to be 5 star, new and old, hotels in Colombo. The Kingsbury is hands down the worst experience around!  My wife and I were very much looking forward to spending NYE at The Kingsbury. We'd booked The Kingsbury Suite - their best room.  The Kingsbury has a severe identity crisis! It doesn't know whether it's a Bacardi sponsored, Bali-Esk, pool resort, a W style funky destination or a colonial era, heritage, hotel!?! It's lost!  Now... The suite. It was on the 2nd floor... No view... The staff were still cleaning",Date of stay: December 2018,"Let me cut to the chase...  Pros: - Great cup of tea - Butlers for Suite were very friendly  Cons: - Service - Amenities - Room condition - Everything you'd expect to be a pro with a hotel when paying $1,000+ per night  I have stayed at all the 5 star, 4 star pretending to be 5 star, new and old, hotels in Colombo. The Kingsbury is hands down the worst experience around!  My wife and I were very much looking forward to spending NYE at The Kingsbury. We'd booked The Kingsbury Suite - their best room.  The Kingsbury has a severe identity crisis! It doesn't know whether it's a Bacardi sponsored, Bali-Esk, pool resort, a W style funky destination or a colonial era, heritage, hotel!?! It's lost!  Now... The suite. It was on the 2nd floor... No view... The staff were still cleaning","{'name': ['chase', 'Everything', 'star', 'Pros', 'Cons', 'The Kingsbury', 'Butlers for Suite', 'hotel', 'pro', 'star', 'Amenities', 'condition', 'hands', 'hotels', 'room', 'experience', 'wife', 'hotel', 'heritage', 'style', 'destination', 'pool resort', 'The Kingsbury Suite', 'suite', 'Colombo', 'NYE', 'floor', 'view', 'staff', 'W', 'identity crisis', 'Bali-Esk', 'Bacardi', '$1,000', '5', '2', '5', '1,000', '4'], 'type': ['OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'PERSON', 'ORGANIZATION', 'LOCATION', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'LOCATION', 'OTHER', 'PERSON', 'ORGANIZATION', 'EVENT', 'OTHER', 'ORGANIZATION', 'PRICE', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.1,6.3
meena v,Worst service,"One might expect to receive a decent level of service from a 5 star hotel especially after reading all the reviews on TripAdvisor. Unfortunately, I cannot agree. From the time we stepped into the hotel the experience was not great. Our room configuration was incorrect for triple rooms which had to be made up as the rooms were made up with a queen bed only. It didn’t stop there the rooms did not have towels on both days we stayed. The hotel lacks controlling noise, I complained about our neighbors kids playing in the passage and making a racket which went unaddressed for hours. Breakfast layout with food choices was great but the overall service from the waiters were lacking. We repeatedly asked for coffee; tea and water to the point where one of our guest got up to arrange it",Date of stay: December 2018,"One might expect to receive a decent level of service from a 5 star hotel especially after reading all the reviews on TripAdvisor. Unfortunately, I cannot agree. From the time we stepped into the hotel the experience was not great. Our room configuration was incorrect for triple rooms which had to be made up as the rooms were made up with a queen bed only. It didn’t stop there the rooms did not have towels on both days we stayed. The hotel lacks controlling noise, I complained about our neighbors kids playing in the passage and making a racket which went unaddressed for hours. Breakfast layout with food choices was great but the overall service from the waiters were lacking. We repeatedly asked for coffee; tea and water to the point where one of our guest got up to arrange it","{'name': ['star hotel', 'service', 'level', 'rooms', 'reviews', 'rooms', 'point', 'hotel', 'TripAdvisor', 'racket', 'hotel', 'experience', 'room configuration', 'queen bed', 'noise', 'towels', 'service', 'Breakfast layout', 'waiters', 'food choices', 'one', 'guest', 'coffee', 'tea', 'water', 'passage', 'neighbors', 'kids', 'one', '5', 'One'], 'type': ['LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'WORK_OF_ART', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'EVENT', 'PERSON', 'PERSON', 'NUMBER', 'NUMBER', 'NUMBER']}",-0.6,5.1
SHEHAN S,Best lunch buffet in town,"Undoubtedly the best lunch buffet spread in town , you name it they have . Indian , Japanese , Internatinoal to anything you need. They have great spread of sea food also typical Sri Lanka curries too. I just loved every minute. Service was really nice and helpful. Try go their on a Saturday , you will love it",Date of stay: August 2018,"Undoubtedly the best lunch buffet spread in town , you name it they have . Indian , Japanese , Internatinoal to anything you need. They have great spread of sea food also typical Sri Lanka curries too. I just loved every minute. Service was really nice and helpful. Try go their on a Saturday , you will love it","{'name': ['lunch buffet spread', 'town', 'spread', 'sea food', 'anything', 'curries', 'Indian', 'Japanese', 'Internatinoal', 'Sri Lanka', 'Service'], 'type': ['EVENT', 'LOCATION', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER']}",0.9,5.6
Yorkshirejon27,Not on your nelly.,"I actually didn't stay at this hotel. The interactions during the booking g.pricess were sufficient for me to the rethink and rebook else where.  The booking manager was rude and condescending and communication by email so cahllenging I ended up calling, but again was met with condescension. I booked the Taj.  Try it, you might like it!",Date of stay: December 2018,"I actually didn't stay at this hotel. The interactions during the booking g.pricess were sufficient for me to the rethink and rebook else where.  The booking manager was rude and condescending and communication by email so cahllenging I ended up calling, but again was met with condescension. I booked the Taj.  Try it, you might like it!","{'name': ['hotel', 'rethink', 'pricess', 'booking manager', 'communication', 'email', 'condescension', 'interactions', 'Taj'], 'type': ['LOCATION', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER']}",0.0,2.7
Daydream19155483583,Wonderful Experience!!!,"My maiden visit  to Colombo and what better than Kingsbury. Wonderful Property. Location is perfect, right in the middle of the city. Honey Beach Club is awesome. My recommendations do spend time by the pool side.",,"My maiden visit  to Colombo and what better than Kingsbury. Wonderful Property. Location is perfect, right in the middle of the city. Honey Beach Club is awesome. My recommendations do spend time by the pool side.","{'name': ['visit', 'Colombo', 'Kingsbury', 'Location', 'middle', 'city', 'recommendations', 'Wonderful Property', 'pool side', 'Honey Beach Club'], 'type': ['EVENT', 'LOCATION', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'ORGANIZATION', 'LOCATION']}",0.6,3.2
210arianah,The Best hotel in Sri Lanka!,"I felt welcome from the moment I walked into the Kingsbury. Excellent customer service. Great food, beautiful room! The spa is amazing. Go to Honeys at the pool its fun at night live music, food and drinks. So happy with our experience, cant wait to go back.",,"I felt welcome from the moment I walked into the Kingsbury. Excellent customer service. Great food, beautiful room! The spa is amazing. Go to Honeys at the pool its fun at night live music, food and drinks. So happy with our experience, cant wait to go back.","{'name': ['pool', 'Kingsbury', 'customer service', 'spa', 'food', 'room', 'Honeys', 'fun', 'experience', 'food', 'music', 'drinks'], 'type': ['LOCATION', 'PERSON', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER']}",0.9,5.4
serkansarcan,High quality hotel,This is my first time in Sri Lanka and i don't know what the quality means here. I have chosen this hotel and it was very nice but i can't tell this price matches the quality. i expected much more quality just like i have experienced in Swiss-hotel in Singapore. You cannot find so much variety of breakfast. Also at night the music in the pool bar disturbs you even you are in the 5th floor.,Date of stay: July 2018,This is my first time in Sri Lanka and i don't know what the quality means here. I have chosen this hotel and it was very nice but i can't tell this price matches the quality. i expected much more quality just like i have experienced in Swiss-hotel in Singapore. You cannot find so much variety of breakfast. Also at night the music in the pool bar disturbs you even you are in the 5th floor.,"{'name': ['time', 'quality', 'Sri Lanka', 'hotel', 'hotel', 'price', 'quality', 'breakfast', 'pool bar', 'music', 'Swiss', 'floor', 'variety', 'Singapore', '5'], 'type': ['OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'WORK_OF_ART', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'NUMBER']}",0.0,2.0
justin s,"Great stay, location, breakfast, staff.",First trip to Sri Lanka great first impression given by Kingsbury. Mohammed from Exec lounge top chap. Breakfast impressive. Rooms super comfortable. Pool lacked privacy and natural shading but I'm being picky here.,,First trip to Sri Lanka great first impression given by Kingsbury. Mohammed from Exec lounge top chap. Breakfast impressive. Rooms super comfortable. Pool lacked privacy and natural shading but I'm being picky here.,"{'name': ['trip', 'Sri Lanka', 'impression', 'privacy', 'Kingsbury', 'Exec lounge top chap', 'Rooms', 'shading', 'Mohammed', 'Pool'], 'type': ['EVENT', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'LOCATION', 'OTHER', 'PERSON', 'OTHER']}",0.4,3.4
Thilaan,Great all round,staff was very friendly and the food selection was off the charts. However i think they have over done the salad bar. I would spend more time on quality than quantitiy. Breads were really fresh. The main items were excellent. I've been here for breakfast too. Those few times were amazing and well worth the price.,Date of stay: December 2018,staff was very friendly and the food selection was off the charts. However i think they have over done the salad bar. I would spend more time on quality than quantitiy. Breads were really fresh. The main items were excellent. I've been here for breakfast too. Those few times were amazing and well worth the price.,"{'name': ['staff', 'food selection', 'charts', 'quantitiy', 'quality', 'salad bar', 'breakfast', 'price', 'Breads', 'times', 'items'], 'type': ['PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD']}",0.4,4.4
Bufton2,Very comfortable hotel,Very comfortable hotel. Well presented throughout. There are a handful of different restaurants to choose from and a roof top bar. The honey is a  relaxing outdoor pool side with bar and food available. Staff are very friendly. Centrally located.,Date of stay: November 2018,Very comfortable hotel. Well presented throughout. There are a handful of different restaurants to choose from and a roof top bar. The honey is a  relaxing outdoor pool side with bar and food available. Staff are very friendly. Centrally located.,"{'name': ['hotel', 'handful', 'roof top bar', 'honey', 'restaurants', 'food', 'Staff', 'pool side', 'bar'], 'type': ['LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'LOCATION']}",0.8,4.8
